Trade at 2018-04-19 23:30:00 with price 8252.03 and signal 1, total assets : 0.12118230302119598, trade_pnl : 0, net_pnl : 0
Trade at 2018-05-02 02:30:00 with price 9081.06 and signal 1, total assets : 0, trade_pnl : -18.627033090297118, net_pnl : -66.67595379190163
Trade at 2018-05-02 03:00:00 with price 9080.02 and signal -1, total assets : -0.11013191600899556, trade_pnl : 0, net_pnl : -66.67595379190163
Trade at 2018-05-02 03:30:00 with price 9085.0 and signal 1, total assets : 0, trade_pnl : -0.5484569417246803, net_pnl : -67.22441073362631
Trade at 2018-05-02 04:00:00 with price 9043.87 and signal 1, total assets : 0.11057213338979882, trade_pnl : 0, net_pnl : -67.22441073362631
Trade at 2018-05-02 04:30:00 with price 9069.34 and signal -1, total assets : 0, trade_pnl : 2.8162722374380564, net_pnl : -64.40813849618826
Trade at 2018-05-02 05:00:00 with price 9071.48 and signal 1, total assets : 0.1102355955147341, trade_pnl : 0, net_pnl : -64.40813849618826
Trade at 2018-05-02 06:30:00 with price 9008.95 and signal -1, total assets : 0, trade_pnl : -6.893031787536188, net_pnl : -71.30117028372445
Trade at 2018-05-02 07:00:00 with price 9032.25 and signal 1, total assets : 0.11071438456641479, trade_pnl : 0, net_pnl : -71.30117028372445
Trade at 2018-05-02 08:00:00 with price 9047.0 and signal -1, total assets : 0, trade_pnl : 1.6330371723546477, net_pnl : -69.6681331113698
Trade at 2018-05-02 08:30:00 with price 9027.63 and signal -1, total assets : -0.11077104400601266, trade_pnl : 0, net_pnl : -69.6681331113698
Trade at 2018-05-02 14:30:00 with price 9131.62 and signal 1, total assets : 0, trade_pnl : -11.51908086618539, net_pnl : -81.18721397755519
Trade at 2018-05-02 15:00:00 with price 9135.98 and signal 1, total assets : 0.10945733243724265, trade_pnl : 0, net_pnl : -81.18721397755519
Trade at 2018-05-02 16:30:00 with price 9179.65 and signal -1, total assets : 0, trade_pnl : 4.7800017075344385, net_pnl : -76.40721227002075
Trade at 2018-05-02 17:00:00 with price 9170.15 and signal 1, total assets : 0.10904947029219807, trade_pnl : 0, net_pnl : -76.40721227002075
Trade at 2018-05-02 17:30:00 with price 9138.02 and signal -1, total assets : 0, trade_pnl : -3.5037594804881564, net_pnl : -79.9109717505089
Trade at 2018-05-02 18:00:00 with price 9085.01 and signal 1, total assets : 0.11007142534790826, trade_pnl : 0, net_pnl : -79.9109717505089
Trade at 2018-05-02 19:00:00 with price 9112.92 and signal -1, total assets : 0, trade_pnl : 3.072093481460115, net_pnl : -76.83887826904879
Trade at 2018-05-02 19:30:00 with price 9127.0 and signal -1, total assets : -0.10956502684343157, trade_pnl : 0, net_pnl : -76.83887826904879
Trade at 2018-05-03 05:00:00 with price 9247.84 and signal 1, total assets : 0, trade_pnl : -13.239837843760256, net_pnl : -90.07871611280905
Trade at 2018-05-03 05:30:00 with price 9209.88 and signal 1, total assets : 0.1085790477183199, trade_pnl : 0, net_pnl : -90.07871611280905
Trade at 2018-05-03 06:00:00 with price 9210.01 and signal -1, total assets : 0, trade_pnl : 0.014115276203483518, net_pnl : -90.06460083660556
Trade at 2018-05-03 06:30:00 with price 9231.0 and signal 1, total assets : 0.10833062506770665, trade_pnl : 0, net_pnl : -90.06460083660556
Trade at 2018-05-03 08:00:00 with price 9264.43 and signal -1, total assets : 0, trade_pnl : 3.621492796013513, net_pnl : -86.44310804059205
Trade at 2018-05-03 08:30:00 with price 9261.32 and signal 1, total assets : 0.10797596886836866, trade_pnl : 0, net_pnl : -86.44310804059205
Trade at 2018-05-03 09:00:00 with price 9250.9 and signal -1, total assets : 0, trade_pnl : -1.1251095956083645, net_pnl : -87.56821763620042
Trade at 2018-05-03 09:30:00 with price 9273.0 and signal -1, total assets : -0.10783996549121104, trade_pnl : 0, net_pnl : -87.56821763620042
Trade at 2018-05-03 18:30:00 with price 9322.17 and signal 1, total assets : 0, trade_pnl : -5.302491103202783, net_pnl : -92.8707087394032
Trade at 2018-05-03 19:00:00 with price 9471.05 and signal -1, total assets : -0.10558491402748377, trade_pnl : 0, net_pnl : -92.8707087394032
Trade at 2018-05-03 21:30:00 with price 9447.0 and signal 1, total assets : 0, trade_pnl : 2.5393171823608327, net_pnl : -90.33139155704237
Trade at 2018-05-03 22:00:00 with price 9613.12 and signal -1, total assets : -0.1040244998502047, trade_pnl : 0, net_pnl : -90.33139155704237
Trade at 2018-05-03 22:30:00 with price 9612.0 and signal 1, total assets : 0, trade_pnl : 0.11650743983238954, net_pnl : -90.21488411720998
Trade at 2018-05-03 23:00:00 with price 9711.16 and signal -1, total assets : -0.1029743099691489, trade_pnl : 0, net_pnl : -90.21488411720998
Trade at 2018-05-03 23:30:00 with price 9670.0 and signal 1, total assets : 0, trade_pnl : 4.238422598330089, net_pnl : -85.97646151887989
Trade at 2018-05-04 00:00:00 with price 9684.99 and signal -1, total assets : -0.10325255885653986, trade_pnl : 0, net_pnl : -85.97646151887989
Trade at 2018-05-04 01:30:00 with price 9640.02 and signal 1, total assets : 0, trade_pnl : 4.643267571778551, net_pnl : -81.33319394710134
Trade at 2018-05-04 02:00:00 with price 9682.0 and signal -1, total assets : -0.1032844453625284, trade_pnl : 0, net_pnl : -81.33319394710134
Trade at 2018-05-04 05:30:00 with price 9610.0 and signal 1, total assets : 0, trade_pnl : 7.436480066102035, net_pnl : -73.8967138809993
Trade at 2018-05-04 06:00:00 with price 9599.0 and signal -1, total assets : -0.10417751849150954, trade_pnl : 0, net_pnl : -73.8967138809993
Trade at 2018-05-04 16:00:00 with price 9711.0 and signal 1, total assets : 0, trade_pnl : -11.667882071049121, net_pnl : -85.56459595204842
Trade at 2018-05-04 16:30:00 with price 9699.34 and signal 1, total assets : 0.10309979854299364, trade_pnl : 0, net_pnl : -85.56459595204842
Trade at 2018-05-04 17:00:00 with price 9765.0 and signal -1, total assets : 0, trade_pnl : 6.769532772332923, net_pnl : -78.7950631797155
Trade at 2018-05-04 17:30:00 with price 9759.07 and signal -1, total assets : -0.10246878032435468, trade_pnl : 0, net_pnl : -78.7950631797155
Trade at 2018-05-04 19:30:00 with price 9658.66 and signal 1, total assets : 0, trade_pnl : 10.28889023236843, net_pnl : -68.50617294734707
Trade at 2018-05-04 20:00:00 with price 9706.0 and signal -1, total assets : -0.10302905419328251, trade_pnl : 0, net_pnl : -68.50617294734707
Trade at 2018-05-05 06:30:00 with price 9744.31 and signal 1, total assets : 0, trade_pnl : -3.9470430661446017, net_pnl : -72.45321601349167
Trade at 2018-05-05 07:00:00 with price 9809.99 and signal -1, total assets : -0.10193690309572181, trade_pnl : 0, net_pnl : -72.45321601349167
Trade at 2018-05-05 18:00:00 with price 9952.15 and signal 1, total assets : 0, trade_pnl : -14.491350144087846, net_pnl : -86.94456615757952
Trade at 2018-05-05 18:30:00 with price 9964.99 and signal 1, total assets : 0.10035133000635224, trade_pnl : 0, net_pnl : -86.94456615757952
Trade at 2018-05-05 19:00:00 with price 9904.01 and signal -1, total assets : 0, trade_pnl : -6.11942410378731, net_pnl : -93.06399026136683
Trade at 2018-05-05 19:30:00 with price 9945.01 and signal -1, total assets : -0.10055294062047197, trade_pnl : 0, net_pnl : -93.06399026136683
Trade at 2018-05-06 08:30:00 with price 9917.43 and signal 1, total assets : 0, trade_pnl : 2.773250102312659, net_pnl : -90.29074015905417
Trade at 2018-05-06 09:00:00 with price 9895.99 and signal 1, total assets : 0.10105103178156001, trade_pnl : 0, net_pnl : -90.29074015905417
Trade at 2018-05-06 09:30:00 with price 9904.97 and signal -1, total assets : 0, trade_pnl : 0.9074382653983548, net_pnl : -89.38330189365581
Trade at 2018-05-06 10:00:00 with price 9853.03 and signal -1, total assets : -0.10149162237403113, trade_pnl : 0, net_pnl : -89.38330189365581
Trade at 2018-05-06 11:00:00 with price 9751.15 and signal 1, total assets : 0, trade_pnl : 10.339966487466427, net_pnl : -79.04333540618939
Trade at 2018-05-06 11:30:00 with price 9608.61 and signal 1, total assets : 0.10407332590249786, trade_pnl : 0, net_pnl : -79.04333540618939
Trade at 2018-05-06 12:30:00 with price 9722.43 and signal -1, total assets : 0, trade_pnl : 11.845625954222328, net_pnl : -67.19770945196706
Trade at 2018-05-06 13:00:00 with price 9724.0 and signal -1, total assets : -0.10283833813245578, trade_pnl : 0, net_pnl : -67.19770945196706
Trade at 2018-05-06 17:30:00 with price 9500.24 and signal 1, total assets : 0, trade_pnl : 23.011106540518313, net_pnl : -44.186602911448745
Trade at 2018-05-06 18:00:00 with price 9535.0 and signal -1, total assets : -0.1048767697954903, trade_pnl : 0, net_pnl : -44.186602911448745
Trade at 2018-05-06 18:30:00 with price 9571.01 and signal 1, total assets : 0, trade_pnl : -3.7766124803355297, net_pnl : -47.963215391784274
Trade at 2018-05-06 19:00:00 with price 9561.0 and signal -1, total assets : -0.10459156991946449, trade_pnl : 0, net_pnl : -47.963215391784274
Trade at 2018-05-07 01:00:00 with price 9548.01 and signal 1, total assets : 0, trade_pnl : 1.3586444932539052, net_pnl : -46.60457089853037
Trade at 2018-05-07 01:30:00 with price 9545.88 and signal -1, total assets : -0.10475723558226167, trade_pnl : 0, net_pnl : -46.60457089853037
Trade at 2018-05-07 06:00:00 with price 9473.0 and signal 1, total assets : 0, trade_pnl : 7.634707329235198, net_pnl : -38.96986356929517
Trade at 2018-05-07 06:30:00 with price 9325.0 and signal 1, total assets : 0.10723860589812333, trade_pnl : 0, net_pnl : -38.96986356929517
Trade at 2018-05-07 09:00:00 with price 9350.02 and signal -1, total assets : 0, trade_pnl : 2.683109919571166, net_pnl : -36.286753649724005
Trade at 2018-05-07 09:30:00 with price 9367.83 and signal -1, total assets : -0.10674830777245103, trade_pnl : 0, net_pnl : -36.286753649724005
Trade at 2018-05-07 13:30:00 with price 9333.9 and signal 1, total assets : 0, trade_pnl : 3.621970082719372, net_pnl : -32.66478356700463
Trade at 2018-05-07 14:00:00 with price 9409.99 and signal 1, total assets : 0.10627003854414298, trade_pnl : 0, net_pnl : -32.66478356700463
Trade at 2018-05-07 16:00:00 with price 9304.95 and signal -1, total assets : 0, trade_pnl : -11.162604848676665, net_pnl : -43.8273884156813
Trade at 2018-05-07 16:30:00 with price 9340.99 and signal 1, total assets : 0.1070550337812159, trade_pnl : 0, net_pnl : -43.8273884156813
Trade at 2018-05-07 17:00:00 with price 9339.0 and signal -1, total assets : 0, trade_pnl : -0.21303951722461534, net_pnl : -44.040427932905914
Trade at 2018-05-07 17:30:00 with price 9360.35 and signal -1, total assets : -0.1068336119910046, trade_pnl : 0, net_pnl : -44.040427932905914
Trade at 2018-05-07 19:30:00 with price 9275.23 and signal 1, total assets : 0, trade_pnl : 9.093677052674366, net_pnl : -34.94675088023155
Trade at 2018-05-07 20:00:00 with price 9305.13 and signal 1, total assets : 0.10746760120492675, trade_pnl : 0, net_pnl : -34.94675088023155
Trade at 2018-05-07 21:00:00 with price 9365.28 and signal -1, total assets : 0, trade_pnl : 6.4641762124764455, net_pnl : -28.482574667755102
Trade at 2018-05-07 21:30:00 with price 9357.7 and signal -1, total assets : -0.10686386612094852, trade_pnl : 0, net_pnl : -28.482574667755102
Trade at 2018-05-08 03:00:00 with price 9399.79 and signal 1, total assets : 0, trade_pnl : -4.4979001250306965, net_pnl : -32.9804747927858
Trade at 2018-05-08 03:30:00 with price 9319.99 and signal 1, total assets : 0.1072962524637902, trade_pnl : 0, net_pnl : -32.9804747927858
Trade at 2018-05-08 05:00:00 with price 9365.0 and signal -1, total assets : 0, trade_pnl : 4.829404323395124, net_pnl : -28.151070469390675
Trade at 2018-05-08 05:30:00 with price 9408.82 and signal -1, total assets : -0.10628325337289905, trade_pnl : 0, net_pnl : -28.151070469390675
Trade at 2018-05-08 10:30:00 with price 9380.0 and signal 1, total assets : 0, trade_pnl : 3.0630833622068394, net_pnl : -25.087987107183835
Trade at 2018-05-08 11:00:00 with price 9334.0 and signal 1, total assets : 0.10713520462824085, trade_pnl : 0, net_pnl : -25.087987107183835
Trade at 2018-05-08 12:00:00 with price 9340.0 and signal -1, total assets : 0, trade_pnl : 0.6428112277694709, net_pnl : -24.445175879414364
Trade at 2018-05-08 12:30:00 with price 9363.95 and signal -1, total assets : -0.1067925394731924, trade_pnl : 0, net_pnl : -24.445175879414364
Trade at 2018-05-08 16:30:00 with price 9218.0 and signal 1, total assets : 0, trade_pnl : 15.586371136112461, net_pnl : -8.858804743301903
Trade at 2018-05-08 17:00:00 with price 9198.0 and signal -1, total assets : -0.10871928680147858, trade_pnl : 0, net_pnl : -8.858804743301903
Trade at 2018-05-08 17:30:00 with price 9117.03 and signal 1, total assets : 0, trade_pnl : 8.803000652315745, net_pnl : -0.05580409098615746
Trade at 2018-05-08 18:00:00 with price 9140.0 and signal 1, total assets : 0.10940919037199125, trade_pnl : 0, net_pnl : -0.05580409098615746
Trade at 2018-05-08 19:00:00 with price 9128.02 and signal -1, total assets : 0, trade_pnl : -1.3107221006564487, net_pnl : -1.3665261916426061
Trade at 2018-05-08 19:30:00 with price 9184.05 and signal -1, total assets : -0.10888442462747917, trade_pnl : 0, net_pnl : -1.3665261916426061
Trade at 2018-05-08 23:30:00 with price 9199.0 and signal 1, total assets : 0, trade_pnl : -1.6278221481809396, net_pnl : -2.9943483398235458
Trade at 2018-05-09 00:00:00 with price 9217.0 and signal -1, total assets : -0.10849517196484756, trade_pnl : 0, net_pnl : -2.9943483398235458
Trade at 2018-05-09 03:00:00 with price 9190.0 and signal 1, total assets : 0, trade_pnl : 2.9293696430509044, net_pnl : -0.06497869677264134
Trade at 2018-05-09 03:30:00 with price 9239.9 and signal 1, total assets : 0.10822627950518945, trade_pnl : 0, net_pnl : -0.06497869677264134
Trade at 2018-05-09 04:00:00 with price 9199.02 and signal -1, total assets : 0, trade_pnl : -4.424290306172111, net_pnl : -4.489269002944752
Trade at 2018-05-09 04:30:00 with price 9230.09 and signal -1, total assets : -0.10834130544772586, trade_pnl : 0, net_pnl : -4.489269002944752
Trade at 2018-05-09 06:00:00 with price 9123.99 and signal 1, total assets : 0, trade_pnl : 11.49501250800381, net_pnl : 7.005743505059058
Trade at 2018-05-09 06:30:00 with price 9164.99 and signal -1, total assets : -0.10911086646030164, trade_pnl : 0, net_pnl : 7.005743505059058
Trade at 2018-05-09 08:30:00 with price 9036.88 and signal 1, total assets : 0, trade_pnl : 13.978193102229397, net_pnl : 20.983936607288456
Trade at 2018-05-09 09:00:00 with price 9032.08 and signal 1, total assets : 0.11071646841037723, trade_pnl : 0, net_pnl : 20.983936607288456
Trade at 2018-05-09 10:00:00 with price 9085.71 and signal -1, total assets : 0, trade_pnl : 5.937724200848379, net_pnl : 26.921660808136835
Trade at 2018-05-09 10:30:00 with price 9065.0 and signal -1, total assets : -0.11031439602868175, trade_pnl : 0, net_pnl : 26.921660808136835
Trade at 2018-05-09 20:00:00 with price 9316.7 and signal 1, total assets : 0, trade_pnl : -27.766133480419285, net_pnl : -0.8444726722824498
Trade at 2018-05-09 20:30:00 with price 9308.14 and signal 1, total assets : 0.1074328490976715, trade_pnl : 0, net_pnl : -0.8444726722824498
Trade at 2018-05-09 21:30:00 with price 9308.99 and signal -1, total assets : 0, trade_pnl : 0.0913179217330935, net_pnl : -0.7531547505493563
Trade at 2018-05-09 22:00:00 with price 9317.0 and signal 1, total assets : 0.10733068584308254, trade_pnl : 0, net_pnl : -0.7531547505493563
Trade at 2018-05-09 23:00:00 with price 9322.0 and signal -1, total assets : 0, trade_pnl : 0.5366534292154483, net_pnl : -0.21650132133390798
Trade at 2018-05-09 23:30:00 with price 9340.08 and signal -1, total assets : -0.10706546410737382, trade_pnl : 0, net_pnl : -0.21650132133390798
Trade at 2018-05-10 12:00:00 with price 9292.17 and signal 1, total assets : 0, trade_pnl : 5.129506385384275, net_pnl : 4.913005064050367
Trade at 2018-05-10 12:30:00 with price 9305.98 and signal -1, total assets : -0.10745778520908061, trade_pnl : 0, net_pnl : 4.913005064050367
Trade at 2018-05-10 13:00:00 with price 9369.0 and signal 1, total assets : 0, trade_pnl : -6.771989623876266, net_pnl : -1.858984559825899
Trade at 2018-05-10 13:30:00 with price 9371.72 and signal -1, total assets : -0.1067039988390605, trade_pnl : 0, net_pnl : -1.858984559825899
Trade at 2018-05-10 22:30:00 with price 9152.7 and signal 1, total assets : 0, trade_pnl : 23.370309825730942, net_pnl : 21.511325265905043
Trade at 2018-05-10 23:00:00 with price 9157.55 and signal 1, total assets : 0.10919951297017216, trade_pnl : 0, net_pnl : 21.511325265905043
Trade at 2018-05-11 01:00:00 with price 9085.0 and signal -1, total assets : 0, trade_pnl : -7.922424665985886, net_pnl : 13.588900599919157
Trade at 2018-05-11 01:30:00 with price 9065.0 and signal -1, total assets : -0.11031439602868175, trade_pnl : 0, net_pnl : 13.588900599919157
Trade at 2018-05-11 05:00:00 with price 9002.2 and signal 1, total assets : 0, trade_pnl : 6.927744070601079, net_pnl : 20.516644670520236
Trade at 2018-05-11 05:30:00 with price 8881.98 and signal 1, total assets : 0.1125875086410913, trade_pnl : 0, net_pnl : 20.516644670520236
Trade at 2018-05-11 07:30:00 with price 8950.43 and signal -1, total assets : 0, trade_pnl : 7.706614966482789, net_pnl : 28.223259637003025
